variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
128,3.97,6.44,0,0,14.7,42.04,182.7,2,15.53,247.3,0,143.2,60,91,112,415,3,SD,2669,0
75,1.54,12.83,0,0,5.7,53.48,169.8,3,14.43,314.6,0,285.1,86,102,100,415,2,KY,2670,1
164,3.43,7.47,0,0,12.7,20.96,170.0,2,14.45,123.3,0,165.9,85,78,78,415,1,VA,2671,0
94,0.54,10.54,0,0,2.0,39.85,279.3,2,23.74,234.4,0,234.2,109,103,121,415,1,OR,2672,1
41,1.59,5.21,41,0,5.9,35.24,137.3,3,11.67,207.3,1,115.7,120,95,74,415,1,FL,2673,0
89,2.86,7.29,25,0,10.6,36.57,197.4,10,16.78,215.1,1,162.1,69,140,117,415,1,AR,2674,0
149,2.32,5.13,0,0,8.6,35.24,198.4,4,16.86,207.3,0,114.1,82,115,83,510,1,NC,2675,0
117,3.11,8.52,0,0,11.5,20.23,187.5,3,15.94,119.0,0,189.3,108,82,97,408,1,IL,2676,0
66,3.11,5.83,0,0,11.5,5.78,278.6,3,23.68,34.0,0,129.6,61,133,120,415,0,NE,2677,0
113,2.35,12.22,20,0,8.7,26.83,161.5,2,13.73,157.8,1,271.5,56,83,100,408,5,KY,2678,1
55,1.89,13.63,0,0,7.0,33.0,176.6,7,15.01,194.1,0,302.8,110,121,136,415,2,WA,2679,0
113,2.35,10.73,0,0,8.7,40.75,282.9,3,24.05,239.7,0,238.4,110,47,88,415,2,DE,2680,1
161,1.76,8.73,0,0,6.5,37.69,193.0,4,16.41,221.7,0,194.1,82,95,113,510,3,MO,2681,0
160,3.56,11.49,0,0,13.2,16.58,268.1,4,22.79,97.5,0,255.3,69,113,62,415,3,MT,2682,0
42,2.43,7.1,0,0,9.0,26.42,164.1,3,13.95,155.4,0,157.7,45,127,128,415,0,IA,2683,0
145,4.21,11.34,24,0,15.6,25.08,175.7,3,14.93,147.5,1,252.1,108,90,102,408,2,SD,2684,0
117,2.86,10.8,0,0,10.6,16.51,228.0,3,19.38,97.1,0,240.0,131,98,111,408,1,VA,2685,0
81,3.16,11.48,36,0,11.7,19.7,236.6,6,20.11,115.9,1,255.0,95,120,90,415,3,LA,2686,0
161,0.35,8.3,0,1,1.3,32.23,267.4,6,22.73,189.6,0,184.5,117,78,137,415,1,WY,2687,0
90,3.38,12.14,0,0,12.5,34.97,161.9,6,13.76,205.7,0,269.7,83,138,104,415,2,WV,2688,0
19,3.94,9.63,0,0,14.6,31.64,254.3,7,21.62,186.1,0,214.0,57,98,127,408,2,NH,2689,0
105,2.94,7.07,0,0,10.9,20.28,185.1,4,15.73,119.3,0,157.0,111,82,74,510,2,TN,2690,0
100,3.27,9.23,0,1,12.1,11.65,337.1,9,28.65,68.5,0,205.2,115,110,99,510,0,DC,2691,0
163,3.35,6.58,22,0,12.4,36.57,138.9,2,11.81,215.1,1,146.2,102,91,109,408,2,MN,2692,0
25,3.4,8.82,0,0,12.6,22.83,202.3,5,17.2,134.3,0,195.9,109,98,100,415,2,MT,2693,0
162,2.81,11.28,0,0,10.4,36.99,279.0,4,23.72,217.6,0,250.7,71,87,65,408,2,NJ,2694,1
176,2.73,6.95,0,0,10.1,37.94,214.4,2,18.22,223.2,0,154.4,131,76,80,415,3,ME,2695,0
94,2.08,5.77,0,0,7.7,23.7,159.1,3,13.52,139.4,0,128.2,92,95,129,415,0,RI,2696,0
56,2.84,10.65,0,1,10.5,30.21,215.6,5,18.33,177.7,0,236.7,110,114,67,415,1,KY,2697,0
124,2.59,8.7,0,0,9.6,26.78,130.7,4,11.11,157.5,0,193.4,79,70,98,510,3,MN,2698,0
1,2.7,6.85,0,0,10.0,30.96,134.9,3,11.47,182.1,0,152.3,106,106,75,415,5,TX,2699,1
95,3.05,11.78,36,0,11.3,48.13,286.2,3,24.33,283.1,1,261.7,86,112,129,415,3,CT,2700,0
132,3.13,7.29,0,0,11.6,32.86,128.3,4,10.91,193.3,0,162.1,94,106,119,415,5,GA,2701,1
46,2.21,7.99,0,0,8.2,36.4,164.4,3,13.97,214.1,0,177.5,104,72,113,415,2,MN,2702,0
132,3.51,12.59,0,0,13.0,32.32,182.2,2,15.49,190.1,0,279.8,116,105,105,415,1,KS,2703,0
154,2.43,9.23,32,0,9.0,32.69,165.3,1,14.05,192.3,1,205.0,134,82,74,510,2,IN,2704,0
94,3.0,7.69,0,0,11.1,42.94,169.0,7,14.37,252.6,0,170.9,125,104,106,415,2,NE,2705,0
107,3.27,6.75,0,0,12.1,26.71,162.6,6,13.82,157.1,0,150.0,124,79,138,415,1,KY,2706,0
105,1.43,6.65,0,0,5.3,18.09,240.1,4,20.41,106.4,0,147.7,83,71,114,415,6,UT,2707,1
133,4.16,7.6,32,1,15.4,37.59,264.9,4,22.52,221.1,1,168.9,99,137,108,408,2,NC,2708,1
23,1.86,11.83,0,0,6.9,19.23,168.8,2,14.35,113.1,0,262.9,95,74,126,510,1,ME,2709,1
16,2.75,6.7,0,0,10.2,27.52,230.1,11,19.56,161.9,0,148.8,138,100,78,415,3,AL,2710,0
41,2.32,8.75,0,0,8.6,24.41,152.4,3,12.95,143.6,0,194.4,108,117,110,415,1,SC,2711,0
148,3.05,7.23,33,0,11.3,41.09,165.8,3,14.09,241.7,1,160.6,84,84,80,408,1,ME,2712,0
15,4.35,10.58,0,0,16.1,20.59,216.0,5,18.36,121.1,0,235.1,86,130,33,415,2,OK,2713,0
113,1.46,6.18,0,0,5.4,15.4,170.6,9,14.5,90.6,0,137.4,100,130,74,415,1,RI,2714,0
82,2.97,12.06,33,0,11.0,23.43,235.5,6,20.02,137.8,1,268.1,128,95,70,415,2,AZ,2715,0
112,2.48,11.82,22,0,9.2,30.91,228.1,4,19.39,181.8,1,262.7,123,110,141,415,2,GA,2716,0
124,2.38,8.5,0,0,8.8,26.76,167.8,3,14.26,157.4,0,188.8,112,107,102,415,3,WV,2717,0
77,2.65,12.38,0,0,9.8,42.81,205.7,7,17.48,251.8,0,275.2,126,72,109,415,2,ID,2718,1
74,2.62,7.1,0,0,9.7,39.25,223.0,2,18.96,230.9,0,157.8,78,93,101,415,3,NJ,2719,0
192,3.43,7.53,0,0,12.7,37.67,285.2,6,24.24,221.6,0,167.4,50,101,83,415,4,CO,2720,0
166,3.56,10.58,0,1,13.2,8.11,264.4,3,22.47,47.7,0,235.2,95,89,97,510,0,FL,2721,1
74,3.32,11.66,0,0,12.3,53.4,222.4,5,18.9,314.1,0,259.0,99,86,121,415,3,MI,2722,1
133,3.48,10.32,0,0,12.9,50.15,223.6,4,19.01,295.0,0,229.4,101,141,109,510,2,MD,2723,1
108,2.54,9.06,0,0,9.4,35.8,164.2,5,13.96,210.6,0,201.4,103,117,68,415,0,UT,2724,0
77,1.81,10.5,0,0,6.7,27.71,219.1,3,18.62,163.0,0,233.4,89,112,66,415,2,AL,2725,0
13,3.27,11.7,21,0,12.1,53.65,208.9,3,17.76,315.6,1,260.1,71,105,123,510,3,MN,2726,0
191,2.94,9.47,0,0,10.9,27.54,241.2,7,20.5,162.0,0,210.4,120,104,83,408,1,WV,2727,0
114,2.43,12.42,0,0,9.0,25.01,161.0,3,13.69,147.1,0,275.9,111,119,106,415,5,DC,2728,1
121,1.73,10.68,28,0,6.4,18.7,141.5,3,12.03,110.0,1,237.3,76,94,87,510,2,VA,2729,0
106,3.59,7.38,0,1,13.3,34.68,168.5,3,14.32,204.0,0,164.0,61,84,102,510,3,RI,2730,1
73,1.57,10.09,0,0,5.8,20.74,138.3,5,11.76,122.0,0,224.2,114,92,128,408,1,DC,2731,0
145,3.54,12.49,0,0,13.1,41.09,135.8,3,11.54,241.7,0,277.6,100,137,123,408,0,MN,2732,0
72,3.29,9.64,0,0,12.2,20.09,167.2,3,14.21,118.2,0,214.2,136,106,106,415,3,UT,2733,0
85,3.02,9.97,0,0,11.2,35.75,195.8,7,16.64,210.3,0,221.6,76,66,82,415,1,AL,2734,0
65,1.19,9.91,0,0,4.4,23.14,272.9,2,23.2,136.1,0,220.2,96,112,104,415,1,MS,2735,0
64,3.59,12.39,0,1,13.3,58.96,249.5,9,21.21,346.8,0,275.4,79,55,102,415,1,NY,2736,1
43,3.13,9.32,35,0,11.6,34.03,244.4,4,20.77,200.2,1,207.2,88,105,97,408,3,VA,2737,0
177,2.81,9.69,27,0,10.4,39.13,196.1,2,16.67,230.2,1,215.4,78,106,108,415,1,NV,2738,0
139,1.51,8.73,0,0,5.6,35.89,206.9,4,17.59,211.1,0,193.9,108,103,70,415,0,NE,2739,0
36,2.43,9.96,0,0,9.0,19.91,235.4,2,20.01,117.1,0,221.3,117,94,108,510,0,IA,2740,0
88,2.16,6.35,0,0,8.0,37.09,169.3,1,14.39,218.2,0,141.1,60,76,99,510,1,PA,2741,0
129,3.27,8.35,0,0,12.1,26.69,256.9,2,21.84,157.0,0,185.5,97,113,126,415,2,AR,2742,0
101,2.3,9.45,0,0,8.5,29.73,262.0,5,22.27,174.9,0,210.0,75,105,93,510,1,AK,2743,0
105,3.97,7.55,28,1,14.7,26.54,107.1,3,9.1,156.1,1,167.7,114,89,95,510,0,OK,2744,1
113,3.7,8.88,0,0,13.7,10.4,92.3,3,7.85,61.2,0,197.4,88,111,114,415,5,WV,2745,1
80,2.94,10.86,0,0,10.9,25.47,276.3,7,23.49,149.8,0,241.4,75,123,75,510,2,MA,2746,0
91,2.78,7.72,0,0,10.3,26.01,141.1,15,11.99,153.0,0,171.5,127,123,76,415,1,SD,2747,1
121,3.02,5.23,0,0,11.2,30.5,143.0,5,12.16,179.4,0,116.3,93,70,113,415,1,SD,2748,0
88,2.03,6.44,0,0,7.5,30.92,151.5,3,12.88,181.9,0,143.0,87,90,100,415,1,AL,2749,0
102,2.78,7.41,0,0,10.3,29.67,213.7,5,18.16,174.5,0,164.7,114,73,116,408,4,SC,2750,0
110,1.86,9.27,0,0,6.9,25.23,193.8,6,16.47,148.4,0,206.0,98,95,106,415,0,AK,2751,0
85,3.59,7.39,0,0,13.3,35.96,184.6,4,15.69,211.5,0,164.3,88,100,131,510,2,DE,2752,0
24,1.94,5.81,29,0,7.2,40.17,190.8,2,16.22,236.3,1,129.0,114,105,105,408,3,ID,2753,0
48,2.16,10.49,43,0,8.0,29.24,200.2,5,17.02,172.0,1,233.1,64,111,96,510,1,UT,2754,0
115,1.94,10.35,0,0,7.2,41.68,159.0,8,13.52,245.2,0,229.9,109,105,74,415,0,AK,2755,0
48,3.56,7.84,27,0,13.2,23.99,224.7,2,19.1,141.1,1,174.3,94,109,122,415,1,AZ,2756,0
133,1.27,5.14,0,0,4.7,38.66,73.2,7,6.22,227.4,0,114.3,135,90,99,510,0,GA,2757,0
46,2.19,10.62,0,0,8.1,27.91,196.2,1,16.68,164.2,0,236.1,153,116,119,415,1,OK,2758,0
112,2.54,7.4,0,0,9.4,36.52,209.7,5,17.82,214.8,0,164.4,104,112,97,415,3,TX,2759,0
115,3.56,14.09,0,0,13.2,33.3,227.0,1,19.3,195.9,0,313.2,108,111,113,415,2,DE,2760,0
146,2.13,6.74,0,0,7.9,25.38,187.1,4,15.9,149.3,0,149.8,130,83,100,408,7,MI,2761,1
147,2.73,5.0,0,1,10.1,31.25,164.7,4,14.0,183.8,0,111.0,110,113,87,408,1,NM,2762,0
119,2.03,9.21,0,0,7.5,30.06,224.7,15,19.1,176.8,0,204.6,81,90,77,415,1,DE,2763,0
93,3.27,11.39,0,0,12.1,30.48,188.8,5,16.05,179.3,0,253.2,65,93,88,408,1,NH,2764,0
20,3.32,12.29,0,0,12.3,31.76,253.4,6,21.54,186.8,0,273.1,51,89,105,408,2,WI,2765,0
72,2.24,13.31,0,0,8.3,18.55,115.7,6,9.83,109.1,0,295.8,96,97,84,415,0,HI,2766,0
53,1.76,10.26,27,0,6.5,4.4,206.5,7,17.55,25.9,1,228.1,96,119,64,415,1,WY,2767,0
100,3.13,6.95,0,1,11.6,27.18,179.9,2,15.29,159.9,0,154.4,95,94,102,415,2,MN,2768,1
137,3.32,5.76,0,0,12.3,24.48,181.6,2,15.44,144.0,0,128.1,100,90,93,408,0,OH,2769,0
105,2.86,5.44,33,0,10.6,35.63,146.9,3,12.49,209.6,1,121.0,140,68,131,408,2,ME,2770,0
134,2.94,8.71,0,0,10.9,44.0,129.5,7,11.01,258.8,0,193.6,114,85,106,415,2,UT,2771,0
126,2.59,3.44,27,0,9.6,31.65,189.6,3,16.12,186.2,1,76.5,83,78,139,408,2,IA,2772,0
139,3.51,9.14,0,0,13.0,32.78,234.4,3,19.92,192.8,0,203.2,96,104,101,415,3,WY,2773,0
143,3.29,10.04,0,0,12.2,20.25,287.7,4,24.45,119.1,0,223.0,136,117,100,415,0,FL,2774,0
73,4.08,7.54,0,0,15.1,31.84,239.7,2,20.37,187.3,0,167.5,90,118,108,408,1,HI,2775,0
67,3.46,8.48,0,0,12.8,18.55,217.4,6,18.48,109.1,0,188.4,124,117,141,415,0,IL,2776,0
90,1.92,5.4,0,0,7.1,23.83,213.9,2,18.18,140.2,0,120.0,102,97,126,408,1,NH,2777,0
62,3.75,5.47,0,1,13.9,27.15,197.5,6,16.79,159.7,0,121.6,76,86,105,415,0,MA,2778,1
60,3.0,9.17,0,1,11.1,31.11,206.7,6,17.57,183.0,0,203.8,93,110,119,415,1,CA,2779,0
69,2.21,7.44,33,1,8.2,46.16,253.4,2,21.54,271.5,1,165.4,102,98,85,510,1,NV,2780,1
101,2.92,6.26,9,0,10.8,27.22,210.0,9,17.85,160.1,1,139.1,121,116,65,510,0,WY,2781,0
100,2.62,12.5,0,0,9.7,37.2,148.3,6,12.61,218.8,0,277.8,102,125,97,408,1,NH,2782,0
118,2.81,12.18,42,0,10.4,25.28,167.3,7,14.22,148.7,1,270.6,105,105,105,415,0,NM,2783,0
148,3.62,5.3,0,0,13.4,41.31,191.8,5,16.3,243.0,0,117.8,91,115,93,408,2,WY,2784,0
70,3.13,11.73,0,0,11.6,29.82,159.5,4,13.56,175.4,0,260.6,130,130,96,415,0,WY,2785,0
72,3.54,5.08,0,0,13.1,33.73,216.9,4,18.44,198.4,0,112.8,121,147,125,415,0,KY,2786,0
128,2.92,8.61,32,0,10.8,37.89,262.0,4,22.27,222.9,1,191.4,80,136,101,510,0,VT,2787,0
38,2.92,10.05,0,0,10.8,33.05,186.7,5,15.87,194.4,0,223.3,95,94,90,415,3,OR,2788,0
101,3.11,6.9,0,0,11.5,39.56,186.4,6,15.84,232.7,0,153.3,123,114,122,415,5,NC,2789,0
116,2.21,8.67,19,0,8.2,26.47,185.4,2,15.76,155.7,1,192.7,118,104,116,408,3,NC,2790,0
119,2.7,8.58,0,0,10.0,16.8,146.9,4,12.49,98.8,0,190.7,68,97,105,415,3,AL,2791,0
35,2.54,13.0,27,0,9.4,41.09,142.0,4,12.07,241.7,1,288.9,101,87,68,510,1,WI,2792,0
157,2.59,10.86,0,0,9.6,39.07,147.9,7,12.57,229.8,0,241.4,121,90,108,408,3,UT,2793,0
100,3.78,6.77,0,0,14.0,13.38,225.6,8,19.18,78.7,0,150.4,102,98,106,510,0,AZ,2794,0
56,3.21,13.53,0,0,11.9,15.49,179.3,8,15.24,91.1,0,300.7,115,90,89,408,2,OH,2795,0
108,2.94,7.66,0,0,10.9,12.55,143.4,3,12.19,73.8,0,170.2,114,105,98,408,2,KY,2796,0
114,3.13,7.97,25,0,11.6,21.93,290.0,5,24.65,129.0,1,177.1,110,77,110,415,1,SD,2797,0
73,2.46,16.42,0,0,9.1,26.79,198.3,4,16.86,157.6,0,364.9,87,92,106,408,1,GA,2798,0
121,2.03,9.57,24,0,7.5,37.09,348.5,7,29.62,218.2,1,212.6,108,88,118,510,3,MA,2799,0
132,3.7,5.91,36,0,13.7,34.32,156.3,5,13.29,201.9,1,131.3,75,93,92,408,0,MA,2800,0
141,2.73,10.06,0,0,10.1,8.82,162.0,3,13.77,51.9,0,223.5,83,108,115,408,3,CT,2801,0
47,3.48,10.17,30,0,12.9,33.42,241.4,4,20.52,196.6,1,226.0,140,93,118,415,2,TN,2802,0
65,2.38,5.77,29,0,8.8,36.64,161.9,5,13.76,215.5,1,128.3,77,129,91,415,2,RI,2803,0
140,4.4,11.23,0,0,16.3,19.18,156.7,6,13.32,112.8,0,249.6,65,89,85,408,0,PA,2804,0
78,3.11,8.47,0,0,11.5,37.4,179.9,5,15.29,220.0,0,188.2,121,95,109,408,0,WY,2805,0
161,3.38,8.74,0,0,12.5,33.42,170.2,3,14.47,196.6,0,194.3,79,73,79,408,1,OR,2806,0
37,2.65,10.19,0,1,9.8,29.39,183.0,1,15.56,172.9,0,226.4,86,119,100,510,0,TX,2807,1
102,1.7,7.57,31,0,6.3,21.3,141.2,2,12.0,125.3,1,168.2,108,92,68,415,3,MA,2808,0
132,3.02,9.38,0,0,11.2,37.81,165.4,4,14.06,222.4,0,208.4,76,85,97,408,0,AL,2809,0
42,2.16,2.03,0,0,8.0,24.87,255.9,12,21.75,146.3,0,45.0,113,84,117,408,1,WY,2810,0
125,3.13,9.49,0,0,11.6,28.78,156.0,6,13.26,169.3,0,210.8,138,90,106,408,2,AL,2811,0
66,1.43,9.65,0,0,5.3,20.06,248.1,5,21.09,118.0,0,214.4,99,133,122,510,1,ME,2812,0
117,2.08,11.85,31,0,7.7,17.83,237.6,6,20.2,104.9,1,263.4,125,115,104,415,3,OK,2813,0
132,1.92,10.31,25,0,7.1,19.24,269.9,7,22.94,113.2,1,229.1,107,96,87,415,2,MA,2814,0
54,3.13,4.47,24,0,11.6,15.69,193.1,3,16.41,92.3,1,99.3,98,88,119,415,2,NM,2815,0
33,3.51,8.55,0,1,13.0,32.4,161.7,6,13.74,190.6,0,189.9,104,100,136,415,1,OR,2816,0
125,3.05,8.41,0,0,11.3,36.09,215.4,2,18.31,212.3,0,186.8,127,89,73,408,2,NC,2817,0
104,2.7,9.75,0,0,10.0,18.55,187.1,4,15.9,109.1,0,216.6,140,141,100,415,3,SC,2818,0
80,3.46,8.73,0,0,12.8,33.12,209.9,3,17.84,194.8,0,194.1,93,116,100,415,0,CO,2819,0
157,3.11,7.43,0,0,11.5,37.52,119.3,7,10.14,220.7,0,165.1,127,105,113,415,4,AZ,2820,0
68,2.67,7.55,29,0,9.9,40.72,203.8,6,17.32,239.5,1,167.8,105,82,70,415,0,NY,2821,0
85,2.73,9.19,0,1,10.1,19.75,229.7,3,19.52,116.2,0,204.2,127,86,109,408,3,FL,2822,0
21,2.57,8.06,31,0,9.5,23.1,271.0,7,23.04,135.9,1,179.1,84,90,89,510,6,OR,2823,0
127,1.67,7.73,0,1,6.2,24.34,179.5,4,15.26,143.2,0,171.8,159,60,122,415,4,AR,2824,1
186,3.92,13.33,26,0,14.5,12.63,177.3,3,15.07,74.3,1,296.3,116,107,90,415,2,MN,2825,0
104,3.43,9.68,0,0,12.7,31.21,120.7,2,10.26,183.6,0,215.1,98,133,112,408,1,WY,2826,0
148,2.13,12.64,0,0,7.9,47.48,201.6,2,17.14,279.3,0,280.8,87,104,99,415,2,NV,2827,1
65,1.78,8.12,0,0,6.6,17.97,141.8,12,12.05,105.7,0,180.5,100,95,105,415,2,NM,2828,0
100,2.11,5.49,0,0,7.8,24.23,195.7,8,16.63,142.5,0,122.1,88,87,117,510,2,AR,2829,0
60,3.94,14.78,0,0,14.6,24.65,209.1,2,17.77,145.0,0,328.5,92,133,112,415,1,MT,2830,0
136,1.35,5.36,0,0,5.0,25.94,208.9,10,17.76,152.6,0,119.1,85,97,99,408,1,WA,2831,0
68,2.27,11.51,0,0,8.4,30.38,252.3,4,21.45,178.7,0,255.7,84,61,76,415,1,TN,2832,0
113,2.27,7.51,32,0,8.4,30.67,129.4,2,11.0,180.4,1,166.9,124,89,124,415,1,AZ,2833,0
1,1.0,3.29,0,0,3.7,21.05,236.2,2,20.08,123.8,0,73.2,77,113,81,408,0,SC,2834,0
140,3.86,4.97,0,0,14.3,39.42,160.1,6,13.61,231.9,0,110.4,94,101,98,415,3,MI,2835,0
159,2.0,10.08,0,0,7.4,46.89,189.5,5,16.11,275.8,0,223.9,108,103,93,415,2,VT,2836,1
130,3.08,9.32,0,0,11.4,23.65,246.0,9,20.91,139.1,0,207.2,112,72,121,510,5,IA,2837,0
113,2.4,10.61,0,0,8.9,13.82,220.6,3,18.75,81.3,0,235.7,124,116,113,510,0,AZ,2838,0
84,3.56,5.86,0,0,13.2,38.57,201.6,5,17.14,226.9,0,130.2,122,144,121,510,2,ND,2839,0
110,3.16,5.79,0,0,11.7,38.71,170.0,5,14.45,227.7,0,128.7,96,88,57,415,1,TN,2840,0
111,1.92,7.5,21,0,7.1,21.61,228.3,3,19.41,127.1,1,166.7,116,94,108,415,1,SC,2841,0
85,2.51,7.46,17,0,9.3,15.27,233.2,7,19.82,89.8,1,165.7,75,88,116,408,4,MT,2842,1
127,2.48,9.21,0,0,9.2,37.16,149.9,5,12.74,218.6,0,204.6,130,93,131,415,2,WI,2843,0
81,2.05,8.28,0,0,7.6,37.54,148.5,3,12.62,220.8,0,183.9,87,77,100,510,2,MA,2844,0
176,1.94,8.0,23,0,7.2,48.14,162.6,6,13.82,283.2,1,177.7,74,130,104,415,1,TN,2845,0
55,2.62,10.59,0,1,9.7,37.57,165.4,4,14.06,221.0,0,235.4,97,115,117,408,1,NC,2846,0
179,3.13,8.19,0,0,11.6,19.74,201.8,5,17.15,116.1,0,181.9,99,101,103,510,0,IL,2847,0
145,0.3,9.21,0,0,1.1,22.0,185.4,2,15.76,129.4,0,204.7,101,97,106,415,2,WV,2848,0
100,3.16,12.8,0,0,11.7,19.26,197.9,2,16.82,113.3,0,284.5,89,96,93,415,4,MT,2849,1
59,3.21,12.01,0,0,11.9,25.81,209.9,5,17.84,151.8,0,266.9,92,98,86,408,1,VT,2850,0
93,4.73,9.98,0,1,17.5,36.87,207.4,5,17.63,216.9,0,221.7,120,61,110,415,1,MI,2851,1
57,2.73,10.42,0,0,10.1,14.6,193.9,2,16.48,85.9,0,231.5,127,92,93,415,0,CO,2852,0
100,1.38,12.37,0,0,5.1,31.45,182.5,8,15.51,185.0,0,274.9,92,122,92,408,1,UT,2853,0
61,2.75,9.6,0,0,10.2,32.11,153.6,2,13.06,188.9,0,213.3,116,105,106,415,2,MI,2854,0
132,2.89,8.81,0,0,10.7,20.66,253.0,4,21.51,121.5,0,195.7,124,88,120,510,1,MN,2855,0
107,3.02,11.04,0,1,11.2,33.05,247.8,7,21.06,194.4,0,245.4,84,83,93,510,2,RI,2856,0
60,3.16,10.93,0,0,11.7,49.27,255.6,4,21.73,289.8,0,242.8,115,101,76,408,2,NJ,2857,1
43,1.59,11.92,0,0,5.9,41.12,129.4,3,11.0,241.9,0,264.8,121,101,104,415,1,LA,2858,0
13,2.62,8.39,0,0,9.7,32.84,194.4,2,16.52,193.2,0,186.5,90,89,104,415,4,NH,2859,0
190,2.67,7.88,26,0,9.9,19.84,145.9,3,12.4,116.7,1,175.1,88,71,103,415,1,RI,2860,0
74,2.86,7.21,0,0,10.6,21.22,133.0,7,11.31,124.8,0,160.3,121,114,85,415,3,MI,2861,0
105,2.43,5.27,0,0,9.0,35.05,256.4,3,21.79,206.2,0,117.1,138,84,91,408,1,TN,2862,0
85,1.0,12.45,0,0,3.7,43.4,194.6,5,16.54,255.3,0,276.6,83,114,78,415,3,MN,2863,0
85,2.97,10.06,0,0,11.0,37.79,231.5,2,19.68,222.3,0,223.5,101,132,75,510,3,GA,2864,0
126,2.62,9.49,34,1,9.7,41.63,219.6,6,18.67,244.9,1,210.8,105,118,136,415,4,WI,2865,0
106,3.89,11.43,26,1,14.4,45.95,215.2,7,18.29,270.3,1,254.0,90,111,133,415,1,WY,2866,1
66,2.4,9.43,35,0,8.9,32.44,261.3,6,22.21,190.8,1,209.5,93,100,108,415,0,TX,2867,0
65,2.3,12.62,0,0,8.5,26.16,220.1,3,18.71,153.9,0,280.5,122,117,147,510,2,OH,2868,0
127,2.75,11.02,22,0,10.2,28.22,174.5,6,14.83,166.0,1,244.9,103,114,68,408,1,TN,2869,0
124,2.75,8.07,0,0,10.2,26.96,211.2,8,17.95,158.6,0,179.3,77,104,104,415,3,KS,2870,0
91,3.13,12.11,0,0,11.6,39.41,150.6,7,12.8,231.8,0,269.2,106,120,129,510,3,PA,2871,0
146,3.29,13.66,0,0,12.2,33.3,228.6,4,19.43,195.9,0,303.5,82,86,94,415,3,AK,2872,0
50,1.51,9.31,0,0,5.6,22.29,160.5,9,13.64,131.1,0,206.9,94,129,88,408,5,WV,2873,1
107,3.56,9.19,0,0,13.2,14.76,108.1,3,9.19,86.8,0,204.3,85,95,87,408,1,AL,2874,0
92,3.73,9.76,0,0,13.8,26.81,298.6,3,25.38,157.7,0,216.9,100,101,99,415,1,WI,2875,0
65,3.43,9.4,0,0,12.7,21.95,228.5,6,19.42,129.1,0,208.8,83,137,111,415,4,IN,2876,1
70,3.56,11.12,0,0,13.2,39.15,77.9,4,6.62,230.3,0,247.1,87,110,105,415,1,AL,2877,0
107,2.7,12.71,0,1,10.0,39.8,163.1,3,13.86,234.1,0,282.5,105,91,100,510,1,NV,2878,0
183,2.62,9.64,0,0,9.7,19.84,213.8,6,18.17,116.7,0,214.3,112,92,112,415,2,NV,2879,0
101,1.22,9.64,0,0,4.5,45.85,207.6,15,17.65,269.7,0,214.2,86,85,107,415,3,OK,2880,1
166,3.35,9.27,0,0,12.4,37.52,177.8,9,15.11,220.7,0,206.1,118,106,102,415,1,ID,2881,0
172,1.76,13.58,0,0,6.5,35.99,198.7,9,16.89,211.7,0,301.7,101,100,136,415,1,WV,2882,0
43,2.48,5.78,0,0,9.2,39.13,186.7,3,15.87,230.2,0,128.4,121,147,100,408,0,WV,2883,0
99,2.13,10.52,0,0,7.9,43.59,214.5,1,18.23,256.4,0,233.7,105,44,75,408,3,OR,2884,1
135,3.32,11.06,27,0,12.3,46.48,154.0,6,13.09,273.4,1,245.8,99,141,112,510,1,AR,2885,0
60,1.54,13.12,0,0,5.7,35.33,123.5,9,10.5,207.8,0,291.6,112,109,115,415,0,OR,2886,0
194,3.19,10.13,0,0,11.8,32.86,169.0,4,14.37,193.3,0,225.2,150,106,122,510,0,GA,2887,0
167,3.0,7.57,0,0,11.1,22.37,211.3,4,17.96,131.6,0,168.3,96,120,97,415,4,KS,2888,1
122,3.78,9.16,45,0,14.0,25.13,147.4,5,12.53,147.8,1,203.5,93,85,110,408,1,MS,2889,0
61,2.73,4.86,0,1,10.1,13.29,195.9,6,16.65,78.2,0,108.0,149,103,100,510,2,UT,2890,0
120,3.78,10.42,0,0,14.0,30.12,270.4,2,22.98,177.2,0,231.5,99,88,90,415,2,ND,2891,0
116,3.78,8.69,0,0,14.0,15.22,180.8,3,15.37,89.5,0,193.1,137,128,94,510,2,NY,2892,0
71,4.02,8.6,0,0,14.9,31.45,232.5,4,19.76,185.0,0,191.1,129,84,82,510,3,AK,2893,0
93,2.65,9.76,21,0,9.8,20.04,164.5,3,13.98,117.9,1,217.0,115,131,86,510,1,NM,2894,0
109,2.86,12.14,35,0,10.6,39.19,265.8,6,22.59,230.5,1,269.7,130,116,69,510,5,GA,2895,0
76,2.59,10.81,0,0,9.6,34.68,225.1,5,19.13,204.0,0,240.3,110,69,85,415,1,KY,2896,0
110,2.16,8.03,0,0,8.0,35.36,95.1,11,8.08,208.0,0,178.5,94,69,129,510,1,KS,2897,0
123,2.92,8.93,0,0,10.8,21.88,117.6,5,10.0,128.7,0,198.4,94,126,132,415,0,CT,2898,0
127,2.65,7.06,23,0,9.8,30.94,216.1,4,18.37,182.0,1,156.9,85,80,82,415,1,ND,2899,0
